Measurement
;BFO_BT_-TEMPLATE_5 nov nod za pec
Graph
;2 point R [Ohm)

Series
;2wR_fwd [Ohm] X-expression: $N11.TM
;Assigned to Axis: time [min]
;2wR_fwd [Ohm] Y-expression: $N1.M2
;Assigned to Axis: Resistance [Ohm]

;2wR_rev [Ohm] X-expression: $N11.TM
;Assigned to Axis: time [min]
;2wR_rev [Ohm] Y-expression: $N2.M2
;Assigned to Axis: Resistance [Ohm]

Data
;Index;X data for 2wR_fwd [Ohm];Y data for 2wR_fwd [Ohm];X data for 2wR_rev [Ohm];Y data for 2wR_rev [Ohm];
;56;67.5492999970447;76579.13;67.5492999970447;77274.2;
;57;68.7457666662522;70225.21;68.7457666662522;71047.42;
;58;69.9480000010226;64455.22;69.9480000010226;65311.46;
;59;71.1549999983981;59164.92;71.1549999983981;60090.81;
;60;72.3595666664187;54364.89;72.3595666664187;55362.25;
;61;73.5633500036783;50055.95;73.5633500036783;51119.5;
;62;74.768166661961;46181.38;74.768166661961;47303.82;
;63;75.9711666684598;42681.43;75.9711666684598;43857.58;
;64;77.1679833345115;39506.23;77.1679833345115;40752.84;
;65;78.3708333363757;36632.83;78.3708333363757;37904.47;
;66;79.5780666649807;33995.75;79.5780666649807;35309.51;
;67;80.7820500049274;31580.27;80.7820500049274;32934.28;
;68;81.9864333292935;29376.37;81.9864333292935;30767.25;
;69;83.1955000001471;27365.7;83.1955000001471;28789.75;
;70;84.3995499971788;25513.27;84.3995499971788;26970.61;
;71;85.6027166673448;23824.31;85.6027166673448;25311.16;
;72;86.7993999982718;22270.04;86.7993999982718;23784.99;
;73;88.0030999984592;20849.55;88.0030999984592;22391.85;
;74;89.2027833382599;19535.61;89.2027833382599;21101.38;
;75;90.4075000004377;18328.59;90.4075000004377;19917.68;
;76;91.6117833286989;17207.1;91.6117833286989;18816.46;
;77;92.8087999974377;16169.26;92.8087999974377;17797.91;
;78;94.0109666646458;15215.57;94.0109666646458;16862.02;
;79;95.2051000006031;14324.55;95.2051000006031;15986.41;
;80;96.400433331728;13504.01;96.400433331728;15179.67;
;81;97.6065500022378;12736.62;97.6065500022378;14430.52;
;82;98.8039666658733;12024.66;98.8039666658733;13730.48;
;83;100.00923333806;11368.32;100.00923333806;13084.67;
;84;101.211599997478;11544.56;101.211599997478;11675.04;
;85;102.422533328645;10978.59;102.422533328645;11113.05;
;86;103.613216662779;10450.02;103.613216662779;10591.53;
;87;104.816033336101;9967.016;104.816033336101;10108.25;
;88;106.019516664091;9512.446;106.019516664091;9656.65;
;89;107.22846666933;9087.704;107.22846666933;9234.639;
;90;108.433566667372;8690.099;108.433566667372;8839.64;
;91;109.637583335862;8321.304;109.637583335862;8473.119;
;92;110.843750004424;7976.126;110.843750004424;8130.02;
;93;112.048483336112;7651.848;112.048483336112;7807.925;
;94;113.253499997081;7350.222;113.253499997081;7508.021;
;95;114.455866666976;7065.929;114.455866666976;7225.537;
;96;115.663683334133;6800.086;115.663683334133;6961.051;
;97;116.870383332716;6548.766;116.870383332716;6711.16;
;98;118.063699998893;6312.84;118.063699998893;6476.55;
;99;119.270699996268;6092.064;119.270699996268;6256.895;
;100;120.474966665497;5882.305;120.474966665497;6048.122;
;101;121.680799996248;5684.138;121.680799996248;5850.89;
;102;122.882799999788;5497.383;122.882799999788;5664.877;
;103;124.074583332986;5320.742;124.074583332986;5490.119;
;104;125.279616663465;5154.881;125.279616663465;5323.702;
;105;126.481283329194;4996.227;126.481283329194;5165.565;
;106;127.679449995048;4845.6;127.679449995048;5016.346;
;107;128.884466666495;4703.236;128.884466666495;4873.313;
;108;130.081816662569;4566.466;130.081816662569;4736.79;
;109;131.276183329755;4436.975;131.276183329755;4607.457;
;110;132.476149998838;4313.877;132.476149998838;4484.501;
;111;133.678766669473;4195.201;133.678766669473;4365.848;
;112;134.880966665223;4081.45;134.880966665223;4252.066;
;113;136.072183329379;3971.966;136.072183329379;4143.19;
;114;137.276400000555;3868.002;137.276400000555;4038.37;
;115;138.483083329629;3766.396;138.483083329629;3936.525;
;116;139.67806666391;3667.963;139.67806666391;3838.535;
;117;140.870333329076;3573.48;140.870333329076;3743.699;
;118;142.068783334689;3481.311;142.068783334689;3651.106;
;119;143.274216670543;3390.982;143.274216670543;3559.682;
;120;144.472383336397;3301.812;144.472383336397;3469.922;
;121;145.672883335501;3214.988;145.672883335501;3382.666;
;122;146.876350004459;3128.87;146.876350004459;3295.976;
;123;148.079066671198;3043.99;148.079066671198;3210.474;
;124;149.278833337594;2959.812;149.278833337594;3126.22;
;125;150.485249996418;2876.985;150.485249996418;3042.128;
;126;151.680833328282;2794.616;151.680833328282;2959.588;
;127;152.88221666473;2714.454;152.88221666473;2878.135;
;128;154.087183338124;2635.14;154.087183338124;2798.059;
;129;155.294316670625;2557.174;155.294316670625;2719.34;
;130;156.494833328761;2481.406;156.494833328761;2642.84;
;131;157.695200003218;2408.302;157.695200003218;2568.988;
;132;158.896599998698;2337.647;158.896599998698;2497.619;
;133;160.10016666376;2269.792;160.10016666376;2429.026;
;134;161.303433330031;2204.73;161.303433330031;2363.198;
;135;162.510133328615;2142.59;162.510133328615;2300.312;
;136;163.71123333578;2083.413;163.71123333578;2240.384;
;137;164.90514999954;2027.494;164.90514999954;2183.653;
;138;166.098500004737;1974.542;166.098500004737;2130.263;
;139;167.302716665436;1924.081;167.302716665436;2078.606;
;140;168.505166661926;1875.73;168.505166661926;2029.39;
;141;169.70650000032;1829.613;169.70650000032;1982.369;
;142;170.917700001737;1785.452;170.917700001737;1937.269;
;143;172.1150333283;1742.862;172.1150333283;1894.062;
;144;173.308466670569;1702.502;173.308466670569;1852.761;
;145;174.511199996341;1663.766;174.511199996341;1812.825;
;146;175.71418333333;1626.203;175.71418333333;1774.332;
;147;176.918150003767;1590.001;176.918150003767;1737.216;
;148;178.12271666131;1555.056;178.12271666131;1701.391;
;149;179.325633330736;1521.343;179.325633330736;1666.768;
;150;180.528116666246;1488.883;180.528116666246;1633.417;
;151;181.726633328944;1457.597;181.726633328944;1601.255;
;152;182.929233330069;1427.55;182.929233330069;1570.324;
;153;184.132366671693;1398.429;184.132366671693;1540.322;
;154;185.328166665277;1370.329;185.328166665277;1511.517;
;155;186.525250001578;1343.359;186.525250001578;1483.449;
;156;187.72879999713;1317.302;187.72879999713;1456.484;
;157;188.933383334661;1292.041;188.933383334661;1430.313;
;158;190.138500002213;1267.679;190.138500002213;1405.055;
;159;191.342983333161;1244.11;191.342983333161;1380.594;
;160;192.547333328985;1221.364;192.547333328985;1356.943;
;161;193.750866665505;1199.403;193.750866665505;1334.093;
;162;194.955466662068;1178.15;194.955466662068;1311.931;
;163;196.164016661933;1157.622;196.164016661933;1290.502;
;164;197.367799999192;1197.266;197.367799999192;1270.777;
;165;198.576349999057;1177.62;198.576349999057;1189.382;
;166;199.773766662693;1158.515;199.773766662693;1170.254;
;167;200.977333338233;1140.18;200.977333338233;1151.89;
;168;202.180566665484;1122.389;202.180566665484;1134.059;
;169;203.384916661307;1105.194;203.384916661307;1116.818;
;170;204.583983334014;1088.526;204.583983334014;1100.235;
;171;205.786516667577;1072.444;205.786516667577;1084.108;
;172;206.988516671117;1056.883;206.988516671117;1068.385;
;173;208.190266663441;1041.838;208.190266663441;1053.294;
;174;209.38879999565;1027.292;209.38879999565;1038.704;
;175;210.591500003356;1013.309;210.591500003356;1024.684;
;176;211.79563333746;999.7296;211.79563333746;1011.055;
;177;212.998666662024;986.6423;212.998666662024;997.9276;
;178;214.196400004439;973.9866;214.196400004439;985.3365;
;179;215.399783336325;961.8751;215.399783336325;973.0954;
;180;216.606033331482;950.1588;216.606033331482;961.3421;
;181;217.800833332585;938.934;217.800833332585;950.186;
;182;219.004966666689;928.3154;219.004966666689;939.4453;
;183;220.211983333575;918.1279;220.211983333575;929.2284;
;184;221.414166670293;908.3966;221.414166670293;919.4772;
;185;222.617133337772;899.211;222.617133337772;910.275;
;186;223.820883336011;890.5444;223.820883336011;901.5881;
;187;225.025183333782;882.3788;225.025183333782;893.412;
;188;226.228966671042;874.6977;226.228966671042;885.7213;
;189;227.433099994669;867.5451;227.433099994669;878.5579;
;190;228.636966669001;860.9001;228.636966669001;871.9023;
;191;229.831883335719;854.8308;229.831883335719;865.9024;
;192;231.038883333094;849.3831;231.038883333094;860.3804;
;193;232.237883338239;844.4635;232.237883338239;855.4569;
;194;233.439016663469;840.1655;233.439016663469;851.161;
;195;234.641650003614;836.4621;234.641650003614;847.4645;
;196;235.845449999906;833.4003;235.845449999906;844.41;
;197;237.047966663958;830.9986;237.047966663958;842.02;
;198;238.244849997573;829.2851;238.244849997573;840.316;
;199;239.447383331135;828.3314;239.447383331135;839.3799;
;200;240.650599999353;828.1556;240.650599999353;839.2296;
;201;241.847433334915;828.7889;241.847433334915;839.9409;
;202;243.049033333082;830.2601;243.049033333082;841.3986;
;203;244.252816670341;832.5905;244.252816670341;843.7583;
;204;245.455299995374;835.8639;245.455299995374;847.0704;
;205;246.654066669289;840.1438;246.654066669289;851.4405;
;206;247.852350000758;845.444;247.852350000758;856.7934;
;207;249.055666665081;851.8104;249.055666665081;863.1749;
;208;250.260349998716;859.3605;250.260349998716;870.7761;
;209;251.465199996019;868.1652;251.465199996019;879.6377;
;210;252.655449996237;878.2487;252.655449996237;889.8361;
;211;253.86111666332;889.6021;253.86111666332;901.2061;
;212;255.059299998684;902.61;255.059299998684;914.3391;
;213;256.261083330028;917.0673;256.261083330028;928.8522;
;214;257.463066664059;933.3643;257.463066664059;945.2273;
;215;258.669000001391;951.678;258.669000001391;963.6388;
;216;259.87474999507;972.1067;259.87474999507;984.1625;
;217;261.073049996048;994.7854;261.073049996048;1006.978;
;218;262.275566670578;1019.723;262.275566670578;1032.014;
;219;263.478900004411;1047.27;263.478900004411;1059.656;
;220;264.681999996537;1077.501;264.681999996537;1089.963;
;221;265.872516667005;1110.561;265.872516667005;1123.098;
;222;267.084283337463;1146.16;267.084283337463;1158.668;
;223;268.282066667452;1185.494;268.282066667452;1197.954;
;224;269.488133329432;1206.182;269.488133329432;1277.879;
;225;270.689900001744;1256.113;270.689900001744;1319.628;
;226;271.895116665401;1308.901;271.895116665401;1365.023;
;227;273.106416662922;1364.696;273.106416662922;1413.427;
;228;274.314500000328;1423.832;274.314500000328;1464.942;
;229;275.511983331526;1485.156;275.511983331526;1518.496;
;230;276.714900000952;1548.282;276.714900000952;1573.401;
;231;277.918199995765;1613.642;277.918199995765;1630.269;
;232;279.120983330067;1681.539;279.120983330067;1688.619;
;233;280.324699999765;1752.032;280.324699999765;1748.106;
;234;281.528916670941;1824.074;281.528916670941;1808.123;
;235;282.725333331618;1896.59;282.725333331618;1867.401;
;236;283.929916669149;1969.294;283.929916669149;1927.205;
;237;285.136733333347;2043.19;285.136733333347;1985.427;
;238;286.332833336201;2119.207;286.332833336201;2041.724;
;239;287.537516669836;2199.376;287.537516669836;2097.891;
;240;288.731466662139;2291.347;288.731466662139;2151.994;
;241;289.93554999819;2398.595;289.93554999819;2208.36;
;242;291.138600002741;2500.942;291.138600002741;2264.219;
;243;292.337066667387;2589.549;292.337066667387;2316.715;
;244;293.540283335606;2667.356;293.540283335606;2368.688;
;245;294.744083331898;2737.541;294.744083331898;2415.721;
;246;295.947133336449;2801.119;295.947133336449;2458.486;
;247;297.14910000097;2858.359;297.14910000097;2496.412;
;248;298.351416662335;2908.112;298.351416662335;2529.691;
;249;299.557316671126;2952.441;299.557316671126;2559.265;
;250;300.755533335032;2991.827;300.755533335032;2584.451;
;251;301.959583332064;3027.598;301.959583332064;2605.527;
;252;303.164166669594;3058.048;303.164166669594;2622.879;
;253;304.356250001583;3081.68;304.356250001583;2633.072;
;254;305.549349995563;3097.352;305.549349995563;2640.35;
;255;306.755816662917;3105.765;306.755816662917;2644.031;
;256;307.963300002739;3106.411;307.963300002739;2639.477;
;257;309.165049995063;3100.403;309.165049995063;2628.828;
;258;310.369633332593;3087.705;310.369633332593;2613.091;
;259;311.570783337811;3068.754;311.570783337811;2593.249;
;260;312.776450004894;3044.103;312.776450004894;2568.983;
;261;313.978449997958;3013.766;313.978449997958;2541.112;
;262;315.18100000103;2979.055;315.18100000103;2509.719;
;263;316.382133336738;2940.227;316.382133336738;2475.718;
;264;317.586333327927;2897.901;317.586333327927;2439.779;
;265;318.783966663759;2852.914;318.783966663759;2401.005;
;266;319.972350003663;2805.013;319.972350003663;2361.981;
;267;321.174433333799;2754.891;321.174433333799;2320.942;
;268;322.377183329081;2701.956;322.377183329081;2277.089;
;269;323.583149994956;2647.589;323.583149994956;2231.979;
;270;324.780349996872;2591.575;324.780349996872;2185.882;
;271;325.977566668298;2534.507;325.977566668298;2137.746;
;272;327.177650002996;2476.373;327.177650002996;2089.009;
;273;328.378833336756;2418.822;328.378833336756;2042.263;
;274;329.579483330017;2368.038;329.579483330017;2002.191;
;275;330.77585000312;2325.598;330.77585000312;1968.479;
;276;331.978583328892;2290.519;331.978583328892;1943.27;
;277;333.233566662529;2258.918;333.233566662529;1922.984;
;278;334.436066667549;2237.223;334.436066667549;1902.541;
;279;335.632400001632;2224.905;335.632400001632;1893.874;
;280;336.838916667039;2223.436;336.838916667039;1893.879;
;281;338.04171667085;2232.122;338.04171667085;1902.797;
;282;339.247183335247;2250.596;339.247183335247;1918.081;
;283;340.449383330997;2277.233;340.449383330997;1939.634;
;284;341.652483333601;2310.901;341.652483333601;1965.895;
;285;342.854100001277;2350.901;342.854100001277;1995.858;
;286;344.057416665601;2396.068;344.057416665601;2029.583;
;287;345.25906666182;2446.054;345.25906666182;2066.367;
;288;346.46366666886;2499.728;346.46366666886;2105.314;
;289;347.666450003162;2557.173;347.666450003162;2146.958;
;290;348.858249995392;2617.252;348.858249995392;2188.43;
;291;350.059916671598;2679.299;350.059916671598;2234.176;
;292;351.260233337525;2744.076;351.260233337525;2280.355;
;293;352.461100002984;2810.691;352.461100002984;2327.637;
;294;353.663583328016;2879.333;353.663583328016;2376.243;
;295;354.866883333307;2949.938;354.866883333307;2426.085;
;296;356.060033335816;3022.013;356.060033335816;2476.993;
;297;357.264733328484;3094.698;357.264733328484;2527.622;
;298;358.460133337649;3170.041;358.460133337649;2579.518;
;299;359.670849996619;3246.32;359.670849996619;2635.124;
;300;360.852483337512;3325.021;360.852483337512;2689.449;
;301;362.056050002575;3401.946;362.056050002575;2743.385;
;302;363.249899998773;3482.975;363.249899998773;2799.363;
;303;364.453149995534;3564.525;364.453149995534;2858.565;
;304;365.656183330575;3647.59;365.656183330575;2916.974;
;305;366.862633328419;3732.068;366.862633328419;2976.711;
;306;368.052683336427;3818.277;368.052683336427;3036.201;
;307;369.255249998532;3903.696;369.255249998532;3096.928;
;308;370.457983334782;3991.362;370.457983334782;3158.624;
;309;371.656850004802;4079.848;371.656850004802;3219.529;
;310;372.866516662762;4170.282;372.866516662762;3285.033;
;311;374.063366667833;4261.584;374.063366667833;3350.112;
;312;375.2639333345;4350.176;375.2639333345;3410.044;
;313;376.467883335426;4442.628;376.467883335426;3475.316;
;314;377.673366669333;4536.176;377.673366669333;3541.575;
;315;378.87936666375;4631.636;378.87936666375;3609.69;
;316;380.07331666653;4727.473;380.07331666653;3676.806;
;317;381.276916670613;4824.121;381.276916670613;3746.519;
;318;382.478083334863;4921.896;382.478083334863;3816.174;
;319;383.679716661572;5020.047;383.679716661572;3886.044;
;320;384.883083334425;5120.064;384.883083334425;3957.814;
;321;386.089000002248;5221.249;386.089000002248;4030.711;
;322;387.290983336279;5324.062;387.290983336279;4105.201;
;323;388.494766663061;5426.233;388.494766663061;4178.806;
;324;389.700216668425;5529.202;389.700216668425;4253.35;
;325;390.90641666553;5633.902;390.90641666553;4329.811;
;326;392.113299997291;5740.009;392.113299997291;4407.625;
;327;393.32558332826;5846.478;393.32558332826;4485.763;
;328;394.52909999527;5956.671;394.52909999527;4568;
;329;395.731016661739;6064.103;395.731016661739;4647.316;
;330;396.935766662937;6174.878;396.935766662937;4730.112;
;331;398.131933333352;6286.954;398.131933333352;4813.993;
;332;399.334766665706;6393.775;399.334766665706;4892.889;
;333;400.5331833323;6508.335;400.5331833323;4980.768;
;334;401.73671666882;6625.459;401.73671666882;5069.142;
;335;402.934416661737;6737.334;402.934416661737;5154.95;
;336;404.136933336267;6853.096;404.136933336267;5242.559;
;337;405.339683331549;6964.82;405.339683331549;5327.885;
;338;406.543466668809;7077.978;406.543466668809;5415.102;
;339;407.74030000437;7191.588;407.74030000437;5503.306;
;340;408.944883331424;7296.157;408.944883331424;5583.147;
;341;410.141566662351;7411.937;410.141566662351;5676.657;
;342;411.336700001266;7530.994;411.336700001266;5772.503;
;343;412.53850000212;7646.558;412.53850000212;5864.042;
;344;413.742549999151;7759.106;413.742549999151;5955.095;
;345;414.945549995173;7872.598;414.945549995173;6047.887;
;346;416.150450001005;7984.985;416.150450001005;6140.845;
;347;417.352149995277;8100.683;417.352149995277;6238.123;
;348;418.554416669067;8213.973;418.554416669067;6334.214;
;349;419.758166667307;8329.022;419.758166667307;6433.285;
;350;420.967066664016;8446.571;420.967066664016;6535.847;
;351;422.17458333238;8564.026;422.17458333238;6639.655;
;352;423.370500002056;8683.069;423.370500002056;6746.305;
;353;424.57253333414;8788.919;424.57253333414;6841.669;
;354;425.772133336868;8915.537;425.772133336868;6958.188;
;355;426.984683338087;9053.782;426.984683338087;7085.75;
;356;428.197283337358;9196.655;428.197283337358;7219.303;
;357;429.402783330297;9345.275;429.402783330297;7359.221;
;358;430.61464999686;9482.774;430.61464999686;7489.988;
;359;431.826166666578;9648.691;431.826166666578;7648.087;
;360;433.032433331246;9820.456;433.032433331246;7813.869;
;361;434.247016666923;10007.85;434.247016666923;7993.549;
;362;435.460983335506;10199.21;435.460983335506;8179.538;
;363;436.673816666007;10398.91;436.673816666007;8377.586;
;364;437.885383333778;10608.12;437.885383333778;8580.617;
;365;439.09773333231;10829.39;439.09773333231;8798.925;
;366;440.310616671341;11061.7;440.310616671341;9029.357;
;367;441.516099994769;11304.35;441.516099994769;9270.928;
;368;442.727650003508;11531.31;442.727650003508;9500.559;
;369;443.947449994739;11806.1;443.947449994739;9775.567;
;370;445.15901666251;25092.86;445.15901666251;9896.224;
;371;446.37110000127;25507.35;446.37110000127;10145.32;
;372;447.587683332385;25938.54;447.587683332385;10410.12;
;373;448.800250003114;26394.4;448.800250003114;10699.12;
;374;450.012083330657;26897.85;450.012083330657;11039.7;
;375;451.228933332022;27409.27;451.228933332022;11383.34;
;376;452.440499999793;27960.27;452.440499999793;11749.93;
;377;453.652533330023;28504.46;453.652533330023;-1723.268;
;378;454.865583332721;29003.05;454.865583332721;-1550.795;
;379;456.076449996326;29527.34;456.076449996326;-1359.596;
;380;457.287716665305;30075.48;457.287716665305;-1143.612;
;381;458.498649996473;30408.29;458.498649996473;-1138.984;
;382;459.714399998775;30827.05;459.714399998775;-1052.362;
;383;460.928599998588;31296.5;460.928599998588;-936.412;
;384;462.143016670598;31786.01;462.143016670598;-779.0795;
;385;463.356716668932;32305.27;463.356716668932;-594.1481;
;386;464.56611666712;32836.09;464.56611666712;-396.6495;
;387;465.763316669036;33387.04;465.763316669036;-227.366;
;388;466.976083331974;33944.04;466.976083331974;53.2923;
;389;468.187149998266;34550.83;468.187149998266;329.2329;
;390;469.394300000276;35173.36;469.394300000276;622.9495;
;391;470.607683330309;35811.68;470.607683330309;930.6378;
;392;471.82265000185;36482.09;471.82265000185;1271.657;
;393;473.038233330008;37201.23;473.038233330008;1654.395;
;394;474.239383335225;37926.22;474.239383335225;1988;
;395;475.446966671152;38651.83;475.446966671152;2444.856;
;396;476.65891666431;39426.63;476.65891666431;2885.916;
;397;477.869333334966;40241.93;477.869333334966;3362.592;
;398;479.081866666675;41087.87;479.081866666675;3875.391;
;399;480.294399998384;41966.78;480.294399998384;4415.666;
;400;481.500516668893;42880.66;481.500516668893;4918.227;
;401;482.710733336862;43822.91;482.710733336862;5588.959;
;402;483.925466666697;44812.18;483.925466666697;6236.771;
;403;485.141499998281;45852.57;485.141499998281;6955.709;
;404;486.357833328657;46932.75;486.357833328657;7667.105;
;405;487.569349998375;48063.37;487.569349998375;8444.866;
;406;488.776549998438;49231.2;488.776549998438;9188.465;
;407;489.987799997907;50450.63;489.987799997907;10127.5;
;408;491.199616666418;51721.45;491.199616666418;11042.81;
;409;492.404066668823;53057.31;492.404066668823;11958.45;
;410;493.618466671323;54415.16;493.618466671323;12952.01;
;411;494.831600000616;55897.26;494.831600000616;14062.58;
;412;496.042816671543;57412.09;496.042816671543;15198.42;
;413;497.245783328544;59015.05;497.245783328544;16422.67;
;414;498.455066671595;60633.39;498.455066671595;17661.91;
;415;499.658066667616;62398.85;499.658066667616;19037.26;
;416;500.872366663534;64195.23;500.872366663534;20448.9;
;417;502.085183335002;66141.06;502.085183335002;21992.99;
;418;503.301216666587;68172.31;503.301216666587;23632.37;
;419;504.510033336701;70312.02;504.510033336701;25353.74;
;420;505.719583329046;72521.87;505.719583329046;27152.87;
;421;506.923283329234;74875.67;506.923283329234;29019.91;
;422;508.136266664369;77328.21;508.136266664369;31142.31;
;423;509.342633335618;79936.02;509.342633335618;33306;
;424;510.547616668046;82599.99;510.547616668046;35477.9;
;425;511.761716661276;85501.17;511.761716661276;38003.02;
;426;512.973033328308;88548.75;512.973033328308;40606.04;
;427;514.193050002214;91753.63;514.193050002214;43359.5;
;428;515.407450004714;95197.81;515.407450004714;46347.16;
;429;516.619949997403;98778.85;516.619949997403;49462.99;
;430;517.841033331351;102563.8;517.841033331351;52782.66;
;431;519.055966663873;106629.6;519.055966663873;56366.92;
;432;520.275499995332;110886.6;520.275499995332;60147.47;
;433;521.491183330072;115438.6;521.491183330072;64208.84;
;434;522.704500003019;118821.5;522.704500003019;68539.89;
;435;523.916149997385;123763.7;523.916149997385;73092.4;
;436;525.119033338269;130583;525.119033338269;77986.03;
;437;526.331349997781;136318;526.331349997781;83199.32;
;438;527.538549997844;142403.9;527.538549997844;88780.16;
;439;528.745249996427;148832.4;528.745249996427;94753.92;
;440;529.950249998365;155831;529.950249998365;101251.5;
;441;531.172150002094;163199.7;531.172150002094;108065.4;
;442;532.382199995918;171063.3;532.382199995918;115429.2;
;443;533.592216671677;179324;533.592216671677;123234.2;
;444;534.80531666195;188224;534.80531666195;131662.6;
;445;536.016533332877;197730;536.016533332877;140712.3;
;446;537.234049999388;207939.8;537.234049999388;150476.5;
;447;538.445966664003;218976.6;538.445966664003;161067.5;
;448;539.659033336211;230718.5;539.659033336211;172373.3;
;449;540.873483336763;243333.3;540.873483336763;184555.5;
;450;542.08725000266;256973.7;542.08725000266;197774.8;
;451;543.28375000041;271677.8;543.28375000041;212489.6;
;452;544.495966663817;287148.2;544.495966663817;227170;
;453;545.710516670952;304162.5;545.710516670952;243805.6;
;454;546.916566663422;322618.1;546.916566663422;262472.8;
;455;548.129549998557;342909.8;548.129549998557;281841.9;
;456;549.344116664724;364326.8;549.344116664724;302962.4;
;457;550.554999997839;387697.7;550.554999997839;326084.8;
;458;551.767483331496;412457.7;551.767483331496;350628.4;
;459;552.980183337349;439682.1;552.980183337349;377666.3;
;460;554.192850004183;469487.9;554.192850004183;407318.9;
;461;555.405833328841;501572.5;555.405833328841;439254.4;
;462;556.611366671277;536337.3;556.611366671277;473901.6;
;463;557.823533336632;573727.1;557.823533336632;511336.9;
;464;559.035766669549;614455.7;559.035766669549;552142.5;
;465;560.248899998842;658558.7;560.248899998842;596344.2;
;466;561.464483337477;706186.9;561.464483337477;644372.2;
;467;562.675699997926;758270.2;562.675699997926;696759.2;
;468;563.88838333427;814191.4;563.88838333427;753149;
;469;565.099283336895;874753.8;565.099283336895;814645.4;
;470;566.298516662791;940708.5;566.298516662791;881315.7;
;471;567.507549994625;1008299;567.507549994625;950388.7;
;472;568.719833336072;1085241;568.719833336072;1028655;
;473;569.930199998198;1168188;569.930199998198;1113831;
;474;571.142700001365;1879809;571.142700001365;1178500;
;475;572.355066669406;1995132;572.355066669406;822106.7;
;476;573.568183329189;2108157;573.568183329189;918527.6;
